dates 	IGWDAll 	IGUSDAll 	IGGBPAll 	IGEURAll 	IGShortUSDAll 	IGShortGBPAll 	IGShortEURAll 	HYWDAll 	HYUSDAll 	HYEURAll
16-Jul-2004 	0.000730 	0.001710 	-0.000690 	0.000000 	0.000450 	NaN 	0.000010 	0.001880 	0.001930 	0.002240
23-Jul-2004 	0.000780 	0.000740 	0.001720 	0.000820 	0.000490 	NaN 	0.000730 	0.004400 	0.004320 	0.004150
30-Jul-2004 	0.000220 	0.000280 	-0.000620 	0.000080 	0.000340 	NaN 	0.000060 	-0.001890 	-0.001960 	-0.000630
06-Aug-2004 	-0.000890 	-0.001750 	0.000040 	-0.000410 	-0.000760 	NaN 	-0.000420 	-0.007820 	-0.008570 	-0.001760
13-Aug-2004 	0.000810 	0.000560 	0.001550 	0.001280 	0.000310 	NaN 	0.000810 	-0.000230 	-0.000310 	0.000030
20-Aug-2004 	0.000420 	0.000290 	-0.000220 	0.000620 	0.000340 	NaN 	0.000360 	0.004930 	0.005070 	0.003910
27-Aug-2004 	0.001300 	0.001660 	0.001150 	0.001230 	0.000600 	NaN 	0.000590 	0.005010 	0.004910 	0.005980
03-Sep-2004 	0.000790 	0.000530 	0.001590 	0.001130 	0.000280 	NaN 	0.000740 	0.005370 	0.005220 	0.006090
10-Sep-2004 	0.000280 	0.000410 	0.001570 	-0.000150 	0.000040 	NaN 	-0.000320 	0.000230 	0.000460 	-0.002150
17-Sep-2004 	0.001010 	0.001060 	0.001100 	0.001390 	0.000560 	NaN 	0.000700 	0.002350 	0.001980 	0.004970
24-Sep-2004 	0.000210 	0.000440 	0.000770 	-0.000110 	0.000280 	NaN 	-0.000060 	0.000340 	0.000180 	-0.000230
01-Oct-2004 	0.000490 	0.000530 	0.000650 	0.000220 	0.000260 	NaN 	0.000170 	0.004020 	0.004270 	0.001300
08-Oct-2004 	-0.000060 	0.000590 	-0.000360 	-0.000920 	0.000180 	NaN 	-0.000590 	0.002690 	0.002660 	0.001970
15-Oct-2004 	0.000200 	-0.000140 	0.000810 	0.000430 	0.000090 	NaN 	0.000310 	-0.001540 	-0.001370 	-0.002330
22-Oct-2004 	-0.000780 	-0.001150 	-0.000640 	-0.000770 	-0.000380 	NaN 	-0.000440 	-0.001730 	-0.001570 	-0.002490
29-Oct-2004 	0.001120 	0.001940 	0.000720 	0.000320 	0.000600 	NaN 	0.000100 	0.009910 	0.010220 	0.006700
05-Nov-2004 	0.001610 	0.001820 	0.001410 	0.001550 	0.000530 	NaN 	0.000940 	0.013660 	0.014480 	0.007710
12-Nov-2004 	0.000330 	0.001130 	0.000000 	-0.000770 	0.000080 	NaN 	-0.000600 	-0.000110 	0.000110 	-0.001280
19-Nov-2004 	0.000860 	0.000810 	0.001920 	0.000930 	0.000300 	NaN 	0.000640 	0.004750 	0.004610 	0.005500
26-Nov-2004 	0.000440 	0.000540 	0.001050 	0.000390 	0.000250 	NaN 	0.000130 	0.002560 	0.002810 	0.001060
03-Dec-2004 	0.000320 	0.000790 	-0.000260 	-0.000020 	0.000290 	NaN 	-0.000080 	-0.000420 	-0.001080 	0.003730
10-Dec-2004 	0.000430 	0.000360 	0.000390 	0.000530 	0.000210 	NaN 	0.000180 	0.000690 	0.001020 	-0.002940
17-Dec-2004 	0.000570 	0.000510 	0.000630 	0.000790 	0.000490 	NaN 	0.000590 	0.004430 	0.004210 	0.005900
23-Dec-2004 	0.000200 	0.000650 	-0.000130 	-0.000500 	0.000250 	NaN 	-0.000550 	0.001590 	0.001700 	0.000670
31-Dec-2004 	0.000490 	0.001190 	0.000340 	-0.000500 	0.000610 	NaN 	0.000100 	0.001950 	0.001760 	0.002950
07-Jan-2005 	-0.001300 	-0.003290 	-0.000170 	0.001330 	-0.001610 	NaN 	0.000570 	-0.005760 	-0.004670 	-0.011290
14-Jan-2005 	-0.000140 	-0.000390 	0.001580 	-0.000240 	0.000120 	NaN 	-0.000330 	-0.006020 	-0.006450 	-0.001040
21-Jan-2005 	-0.000760 	-0.001750 	0.001390 	-0.000320 	-0.000920 	NaN 	-0.000470 	-0.005430 	-0.006250 	-0.000300
28-Jan-2005 	0.001240 	0.001980 	0.001330 	0.000740 	0.000840 	NaN 	0.000560 	0.004410 	0.004530 	0.003800
04-Feb-2005 	0.000910 	0.001260 	0.001410 	0.000680 	0.000360 	NaN 	0.000540 	0.004440 	0.004820 	0.001640
11-Feb-2005 	0.000650 	-0.000340 	0.003240 	0.001580 	-0.000060 	NaN 	0.000570 	0.003800 	0.003440 	0.006440
18-Feb-2005 	0.000790 	0.000950 	0.002310 	0.000580 	0.000500 	NaN 	0.000560 	0.008300 	0.008470 	0.007550
25-Feb-2005 	0.000310 	0.000990 	-0.000100 	-0.000330 	0.000450 	NaN 	-0.000260 	0.002250 	0.002710 	-0.001250
04-Mar-2005 	0.000340 	0.001110 	-0.000650 	-0.000730 	0.000350 	NaN 	-0.000560 	0.002090 	0.002060 	0.001980
11-Mar-2005 	0.000330 	0.000470 	-0.001480 	0.000600 	0.000040 	NaN 	0.000560 	0.005420 	0.006040 	0.001000
18-Mar-2005 	-0.002520 	-0.003210 	-0.003570 	-0.002360 	-0.001530 	NaN 	-0.001350 	-0.009960 	-0.010090 	-0.009300
24-Mar-2005 	-0.001530 	-0.001960 	-0.002350 	-0.001260 	-0.000590 	NaN 	-0.000490 	-0.007300 	-0.007390 	-0.006670
01-Apr-2005 	-0.002400 	-0.003350 	-0.002380 	-0.002020 	-0.001240 	NaN 	-0.001090 	-0.012890 	-0.013380 	-0.009380
08-Apr-2005 	0.000400 	-0.000040 	-0.000990 	0.001570 	-0.000170 	NaN 	0.000340 	0.006750 	0.007150 	0.004460
15-Apr-2005 	-0.004190 	-0.005380 	-0.005600 	-0.003960 	-0.002660 	NaN 	-0.002690 	-0.020380 	-0.021460 	-0.013640
22-Apr-2005 	0.001510 	0.001940 	0.002840 	0.001180 	0.001430 	NaN 	0.001040 	0.001810 	0.002030 	0.000440
29-Apr-2005 	-0.001130 	-0.001720 	-0.003130 	-0.000530 	-0.000250 	NaN 	0.000020 	-0.012440 	-0.012920 	-0.007860
06-May-2005 	-0.001180 	-0.002460 	0.001300 	-0.000580 	-0.001230 	NaN 	-0.001030 	0.004610 	0.005190 	-0.001160
13-May-2005 	-0.001750 	-0.001990 	-0.002260 	-0.002100 	-0.000710 	NaN 	-0.000330 	-0.014440 	-0.014310 	-0.014370
20-May-2005 	0.000330 	0.000470 	-0.000450 	0.000300 	0.000460 	NaN 	0.001050 	0.001980 	0.002420 	-0.001110
27-May-2005 	0.002390 	0.003180 	0.002810 	0.002450 	0.001760 	NaN 	0.001200 	0.013520 	0.013490 	0.013930
03-Jun-2005 	0.000540 	0.000920 	-0.000200 	0.000060 	0.000530 	NaN 	0.000230 	0.010320 	0.010180 	0.012220
10-Jun-2005 	-0.000180 	-0.000820 	0.001010 	0.000290 	0.000280 	NaN 	0.000380 	0.000010 	-0.000240 	0.000950
17-Jun-2005 	0.000370 	0.000640 	0.000250 	0.000270 	0.000610 	NaN 	0.000350 	0.005210 	0.004630 	0.008750
24-Jun-2005 	-0.000240 	-0.000960 	0.001010 	0.000350 	-0.000210 	NaN 	-0.000360 	-0.005740 	-0.005500 	-0.007220
01-Jul-2005 	0.001160 	0.001190 	0.003050 	0.000870 	0.000850 	NaN 	0.000530 	0.009280 	0.009780 	0.006200
08-Jul-2005 	0.000560 	0.000430 	0.001900 	0.000390 	0.000200 	NaN 	-0.000140 	0.003490 	0.003980 	0.000130
15-Jul-2005 	0.001310 	0.001720 	0.001310 	0.001430 	0.000640 	NaN 	0.000680 	0.010880 	0.010520 	0.014020
22-Jul-2005 	0.000270 	0.001160 	-0.000570 	-0.000840 	0.000720 	NaN 	-0.000280 	0.002260 	0.002380 	0.001330
29-Jul-2005 	0.001270 	0.001450 	0.001210 	0.001410 	0.000710 	NaN 	0.001000 	0.006060 	0.006350 	0.004180
05-Aug-2005 	-0.000120 	-0.000200 	-0.000700 	0.000030 	-0.000200 	NaN 	0.000130 	0.000570 	0.000040 	0.004390
12-Aug-2005 	-0.000450 	-0.000630 	-0.000250 	-0.000270 	-0.000030 	NaN 	-0.000250 	-0.004940 	-0.005200 	-0.003430
19-Aug-2005 	0.000730 	0.000800 	0.001390 	0.000620 	0.000460 	NaN 	0.000340 	0.000970 	0.001130 	0.000290
26-Aug-2005 	0.000230 	0.000180 	0.000290 	0.000160 	0.000340 	NaN 	0.000110 	0.002400 	0.002420 	0.002430
02-Sep-2005 	-0.001470 	-0.002600 	-0.000860 	-0.000490 	-0.001010 	NaN 	-0.000220 	-0.010920 	-0.011600 	-0.006640
09-Sep-2005 	0.000190 	-0.000050 	0.000430 	0.000540 	0.000200 	NaN 	0.000080 	0.004300 	0.004470 	0.003670
16-Sep-2005 	0.000320 	0.000190 	0.001150 	0.000380 	0.000210 	NaN 	0.000280 	0.003200 	0.002940 	0.004930
23-Sep-2005 	-0.000340 	-0.000460 	-0.001380 	-0.000130 	-0.000170 	NaN 	0.000050 	-0.007260 	-0.007450 	-0.006170
30-Sep-2005 	0.000610 	0.000580 	0.000900 	0.001020 	0.000530 	NaN 	0.000590 	0.003510 	0.003350 	0.005580
07-Oct-2005 	-0.000240 	-0.000080 	-0.000060 	-0.000560 	-0.000130 	NaN 	-0.000340 	-0.001770 	-0.002230 	0.000980
14-Oct-2005 	-0.000930 	-0.001170 	-0.002110 	-0.000710 	-0.000620 	NaN 	-0.000410 	-0.005440 	-0.005050 	-0.008800
21-Oct-2005 	0.000510 	0.001080 	0.000170 	0.000150 	0.001150 	NaN 	0.000270 	0.006400 	0.005660 	0.012370
28-Oct-2005 	-0.000490 	-0.000620 	-0.000880 	-0.000460 	-0.000460 	NaN 	-0.000160 	0.000820 	0.000930 	0.000310
04-Nov-2005 	0.000320 	0.000340 	0.000860 	0.000360 	-0.000380 	NaN 	0.000190 	0.005800 	0.005770 	0.006930
11-Nov-2005 	-0.000220 	-0.000260 	0.000820 	-0.000530 	-0.000380 	NaN 	-0.000330 	-0.004360 	-0.004570 	-0.003000
18-Nov-2005 	-0.000270 	-0.000660 	-0.000900 	0.000230 	-0.000750 	NaN 	0.000110 	-0.005520 	-0.005640 	-0.003330
25-Nov-2005 	-0.000090 	0.000160 	-0.000470 	-0.000230 	0.000000 	NaN 	-0.000270 	-0.001100 	-0.000920 	-0.002720
02-Dec-2005 	0.000280 	-0.000060 	0.001500 	0.000510 	0.000190 	NaN 	0.000030 	0.005640 	0.006610 	-0.000550
09-Dec-2005 	-0.000530 	-0.000630 	-0.000490 	-0.000890 	0.000010 	NaN 	-0.000170 	0.002430 	0.001800 	0.006140
16-Dec-2005 	-0.000050 	0.000050 	0.000920 	-0.000630 	0.000140 	NaN 	-0.000090 	-0.001870 	-0.002090 	-0.000160
23-Dec-2005 	0.000170 	-0.000120 	0.000280 	0.000950 	-0.000300 	NaN 	0.000280 	-0.002230 	-0.002460 	-0.000820
30-Dec-2005 	-0.000340 	-0.000200 	0.000910 	-0.001780 	0.000090 	NaN 	-0.000730 	0.001720 	0.002150 	-0.001170
06-Jan-2006 	0.001270 	0.001180 	-0.000990 	0.003330 	0.000240 	NaN 	0.000990 	0.006320 	0.006600 	0.006130
13-Jan-2006 	-0.000030 	-0.000060 	0.000530 	-0.000120 	-0.000140 	NaN 	0.000120 	-0.001440 	-0.002310 	0.004160
20-Jan-2006 	-0.000050 	0.000290 	-0.001170 	-0.000300 	0.000350 	NaN 	0.000050 	0.000540 	0.000170 	0.003400
27-Jan-2006 	0.000860 	0.001070 	0.001390 	0.000720 	0.000490 	NaN 	0.000250 	0.008860 	0.009240 	0.006580
03-Feb-2006 	0.000350 	0.000770 	0.000180 	-0.000120 	0.000430 	NaN 	0.000000 	0.004040 	0.004050 	0.003920
10-Feb-2006 	-0.000180 	0.000330 	-0.001340 	-0.000990 	0.000380 	NaN 	-0.000210 	0.000490 	0.001560 	-0.006200
17-Feb-2006 	0.000650 	0.000910 	0.001190 	0.000780 	0.000190 	NaN 	0.000370 	0.002380 	0.002200 	0.004440
24-Feb-2006 	0.000000 	0.000230 	-0.000230 	-0.000290 	0.000000 	NaN 	0.000140 	0.001630 	0.001440 	0.002880
03-Mar-2006 	0.000350 	0.000700 	-0.000350 	0.000250 	0.000400 	NaN 	0.000140 	0.002140 	0.002140 	0.001970
10-Mar-2006 	-0.000340 	-0.000260 	-0.000750 	-0.000380 	0.000030 	NaN 	-0.000220 	0.001400 	0.001120 	0.003160
17-Mar-2006 	0.000250 	0.000350 	-0.000610 	0.000620 	0.000180 	NaN 	0.000550 	0.000380 	0.000080 	0.002350
24-Mar-2006 	-0.000150 	-0.000280 	0.000550 	-0.000320 	0.000140 	NaN 	-0.000280 	0.003890 	0.004090 	0.002830
31-Mar-2006 	0.000020 	-0.000090 	0.000200 	0.000070 	-0.000280 	NaN 	0.000100 	0.005540 	0.005710 	0.004960
07-Apr-2006 	0.000140 	0.000210 	0.000400 	-0.000090 	0.000410 	NaN 	-0.000220 	0.002270 	0.002720 	-0.001040
13-Apr-2006 	0.000170 	0.000070 	0.001370 	0.000000 	0.000160 	NaN 	0.000240 	0.001820 	0.001680 	0.002580
21-Apr-2006 	0.000070 	0.000320 	-0.000620 	0.000020 	0.000050 	NaN 	-0.000150 	0.001720 	0.001320 	0.004020
28-Apr-2006 	0.001230 	0.001110 	0.002840 	0.001490 	0.000020 	NaN 	0.000620 	0.002970 	0.002660 	0.004870
05-May-2006 	0.000350 	0.000930 	-0.000070 	-0.000290 	0.000660 	NaN 	-0.000200 	0.002280 	0.002710 	-0.001040
12-May-2006 	-0.000120 	-0.000040 	0.000210 	-0.000780 	0.000150 	NaN 	-0.000520 	0.004260 	0.004440 	0.003240
19-May-2006 	-0.000940 	-0.001660 	-0.000910 	-0.000150 	-0.000460 	NaN 	0.000010 	-0.009180 	-0.009490 	-0.007990
26-May-2006 	-0.000370 	-0.000490 	-0.000770 	-0.000300 	-0.000260 	NaN 	0.000210 	-0.001160 	-0.001040 	-0.002050
02-Jun-2006 	-0.000000 	-0.000400 	0.000340 	0.000520 	0.000020 	0.000070 	0.000480 	-0.001320 	-0.002100 	0.003220
09-Jun-2006 	-0.000620 	-0.000880 	-0.000690 	-0.000620 	0.000030 	0.000050 	0.000030 	-0.002000 	-0.002430 	0.000380
16-Jun-2006 	-0.000880 	-0.001000 	-0.001700 	-0.000960 	0.000020 	0.000000 	-0.000240 	-0.000010 	0.000220 	-0.001250
23-Jun-2006 	-0.000940 	-0.001050 	-0.000380 	-0.000830 	0.000020 	0.000080 	-0.000170 	-0.002160 	-0.001970 	-0.004090
30-Jun-2006 	0.000450 	0.000630 	0.000660 	0.000330 	0.000190 	-0.000030 	-0.000250 	0.002330 	0.002100 	0.004250
07-Jul-2006 	0.000230 	0.000480 	0.000410 	-0.000140 	0.000400 	0.000220 	-0.000070 	0.001470 	0.001560 	0.001060
14-Jul-2006 	-0.000130 	-0.000410 	-0.000330 	0.000330 	-0.000050 	-0.000030 	0.000500 	-0.004340 	-0.004560 	-0.003280
21-Jul-2006 	0.000140 	0.000460 	-0.000470 	-0.000020 	0.000280 	0.000120 	-0.000090 	0.001270 	0.001070 	0.002010
28-Jul-2006 	0.000300 	0.000530 	-0.000260 	0.000320 	0.000030 	0.000130 	0.000150 	0.000610 	0.000260 	0.002960
04-Aug-2006 	0.000310 	0.000300 	0.000480 	0.000330 	0.000240 	0.000170 	0.000120 	0.000790 	0.000260 	0.003630
11-Aug-2006 	0.000350 	0.000070 	0.000460 	0.000730 	0.000080 	0.000100 	0.000390 	0.003400 	0.003270 	0.004390
18-Aug-2006 	0.000630 	0.000960 	-0.000560 	0.000820 	0.000380 	-0.000130 	0.000530 	-0.000970 	-0.001310 	0.001470
25-Aug-2006 	-0.000020 	0.000220 	-0.000390 	-0.000310 	0.000370 	0.000030 	-0.000200 	-0.001330 	-0.000910 	-0.004450
01-Sep-2006 	0.000080 	0.000010 	-0.000270 	0.000080 	-0.000190 	0.000150 	0.000340 	0.000940 	0.000590 	0.003340
08-Sep-2006 	0.000210 	0.000400 	0.000030 	0.000140 	0.000500 	0.000010 	-0.000100 	0.003710 	0.004000 	0.001790
15-Sep-2006 	0.000150 	0.000480 	0.000180 	-0.000480 	0.000120 	0.000160 	-0.000260 	0.003570 	0.004000 	0.000840
22-Sep-2006 	-0.000260 	-0.000240 	-0.000360 	-0.000340 	-0.000020 	-0.000010 	0.000050 	-0.007940 	-0.008550 	-0.004530
29-Sep-2006 	0.000310 	0.000200 	0.000510 	0.000250 	0.000210 	0.000150 	0.000160 	0.004710 	0.004900 	0.003840
06-Oct-2006 	0.000620 	0.000450 	0.001210 	0.000710 	0.000540 	0.000330 	0.000120 	0.005090 	0.005350 	0.003850
13-Oct-2006 	0.000530 	0.000700 	0.000810 	0.000470 	0.000310 	0.000160 	0.000120 	0.006260 	0.006520 	0.004940
20-Oct-2006 	0.000710 	0.000980 	0.000960 	0.000400 	0.000250 	0.000050 	0.000340 	0.000870 	0.000450 	0.003460
27-Oct-2006 	0.000530 	0.000450 	0.001200 	0.000660 	0.000120 	0.000140 	0.000180 	-0.001000 	-0.001600 	0.002940
03-Nov-2006 	0.001050 	0.001190 	0.001480 	0.000930 	0.000590 	0.000190 	0.000200 	0.005130 	0.005600 	0.002040
10-Nov-2006 	0.000450 	0.000880 	0.000520 	0.000030 	0.000280 	0.000090 	0.000020 	-0.000110 	-0.000410 	0.001560
17-Nov-2006 	0.000240 	0.000420 	-0.000280 	-0.000010 	0.000240 	0.000070 	0.000150 	0.004090 	0.004210 	0.003540
24-Nov-2006 	0.000030 	0.000180 	-0.000330 	-0.000070 	0.000310 	0.000030 	0.000040 	-0.003500 	-0.003810 	-0.001950
01-Dec-2006 	-0.000330 	-0.000430 	-0.000920 	-0.000160 	-0.000000 	-0.000090 	0.000070 	-0.001180 	-0.001260 	-0.000730
08-Dec-2006 	0.000970 	0.001250 	0.001210 	0.000730 	0.000820 	0.000380 	0.000370 	0.008800 	0.009380 	0.005580
15-Dec-2006 	-0.000120 	-0.000520 	-0.000280 	0.000500 	-0.000020 	0.000220 	0.000150 	0.001570 	0.001270 	0.003300
22-Dec-2006 	0.000390 	0.000480 	0.000490 	0.000250 	0.000270 	0.000140 	0.000170 	0.002660 	0.002760 	0.002330
29-Dec-2006 	0.000460 	0.000750 	-0.000170 	0.000120 	0.000260 	0.000040 	-0.000110 	0.004720 	0.005050 	0.002800
05-Jan-2007 	0.000520 	0.000730 	0.000620 	0.000240 	-0.001050 	-0.000310 	-0.000360 	-0.000400 	-0.000800 	0.001770
12-Jan-2007 	0.000550 	0.000680 	0.001190 	0.000400 	0.000370 	0.000150 	0.000070 	0.005980 	0.006440 	0.002850
19-Jan-2007 	0.000720 	0.000940 	0.000580 	0.000770 	0.000260 	0.000210 	0.000210 	0.004060 	0.004230 	0.003310
26-Jan-2007 	0.000670 	0.000900 	0.001430 	0.000150 	0.000270 	0.000200 	0.000190 	0.005110 	0.005480 	0.002780
02-Feb-2007 	0.000200 	0.000270 	0.000710 	0.000080 	0.000330 	0.000130 	0.000030 	-0.001170 	-0.001010 	-0.002410
09-Feb-2007 	0.000770 	0.001030 	0.000210 	0.000840 	0.000350 	0.000250 	0.000430 	0.003510 	0.003490 	0.004060
16-Feb-2007 	0.000500 	0.000890 	0.000170 	0.000260 	0.000110 	-0.000140 	0.000180 	0.000450 	0.000410 	0.001150
23-Feb-2007 	0.000350 	0.000460 	0.000460 	0.000230 	0.000060 	0.000070 	0.000060 	0.000920 	0.000970 	0.000210
02-Mar-2007 	-0.001250 	-0.002490 	-0.000440 	-0.000370 	-0.000470 	-0.000040 	0.000060 	-0.013370 	-0.014110 	-0.009100
09-Mar-2007 	-0.000190 	-0.000280 	-0.000760 	-0.000060 	-0.000090 	0.000290 	0.000010 	0.006100 	0.007260 	-0.000600
16-Mar-2007 	-0.001240 	-0.001660 	-0.001940 	-0.000900 	-0.000390 	-0.000050 	-0.000210 	-0.005290 	-0.005610 	-0.003770
23-Mar-2007 	0.000250 	-0.000230 	0.000800 	0.000820 	0.000100 	0.000360 	0.000200 	0.004810 	0.004620 	0.005770
30-Mar-2007 	0.000030 	-0.000160 	-0.000220 	0.000310 	0.000170 	0.000120 	0.000330 	0.000260 	-0.000030 	0.002290
05-Apr-2007 	-0.000090 	-0.000160 	0.000080 	-0.000000 	-0.000040 	0.000040 	-0.000060 	0.000670 	0.000570 	0.001300
13-Apr-2007 	0.000810 	0.001390 	0.000740 	0.000290 	0.000410 	0.000120 	0.000200 	0.005930 	0.006020 	0.005650
20-Apr-2007 	0.000160 	0.000400 	0.000340 	0.000280 	-0.000100 	0.000130 	0.000070 	0.001080 	0.001030 	0.001650
27-Apr-2007 	0.000090 	0.000040 	0.000320 	0.000170 	0.000090 	-0.000030 	0.000160 	0.002610 	0.002810 	0.001240
04-May-2007 	0.000140 	0.000220 	0.000220 	0.000040 	0.000440 	0.000150 	-0.000050 	-0.000270 	-0.000440 	0.000830
11-May-2007 	0.000410 	0.000630 	0.000930 	0.000040 	0.000300 	0.000170 	0.000010 	0.002750 	0.003030 	0.001240
18-May-2007 	0.000490 	0.000670 	0.000010 	0.000570 	0.000220 	0.000130 	0.000220 	0.005540 	0.005800 	0.004050
25-May-2007 	0.000230 	0.000230 	0.000790 	0.000220 	0.000050 	0.000180 	0.000140 	0.003180 	0.003060 	0.003900
01-Jun-2007 	0.000070 	-0.000030 	0.000420 	-0.000010 	-0.000210 	0.000110 	0.000010 	0.003370 	0.003530 	0.002430
08-Jun-2007 	-0.000860 	-0.001390 	-0.000400 	-0.000350 	-0.000360 	0.000020 	-0.000140 	-0.003370 	-0.003370 	-0.003830
15-Jun-2007 	0.000180 	0.000570 	-0.000190 	-0.000100 	0.000030 	0.000210 	-0.000090 	-0.000040 	-0.000190 	0.000660
22-Jun-2007 	-0.000450 	-0.001110 	-0.000430 	0.000250 	-0.000180 	0.000180 	0.000350 	-0.005980 	-0.006790 	-0.001500
29-Jun-2007 	-0.001100 	-0.000950 	-0.002380 	-0.001250 	-0.000230 	-0.000520 	-0.000620 	-0.008590 	-0.008730 	-0.008120
06-Jul-2007 	-0.000350 	-0.000120 	-0.001270 	-0.000420 	-0.000150 	-0.000710 	-0.000130 	0.002780 	0.003520 	-0.001670
13-Jul-2007 	-0.001160 	-0.001270 	-0.002600 	-0.000760 	-0.000270 	-0.000910 	-0.000080 	-0.006810 	-0.006570 	-0.008440
20-Jul-2007 	-0.002230 	-0.003220 	-0.001890 	-0.001760 	-0.001360 	-0.000980 	-0.000810 	-0.013310 	-0.013770 	-0.010970
27-Jul-2007 	-0.008350 	-0.012590 	-0.008990 	-0.004830 	-0.005450 	-0.003050 	-0.001750 	-0.037550 	-0.039080 	-0.031260
03-Aug-2007 	-0.000730 	-0.000030 	-0.002360 	-0.001360 	-0.000530 	-0.000820 	-0.000710 	0.005030 	0.005420 	0.003800
10-Aug-2007 	-0.000190 	0.000180 	0.000120 	-0.000970 	-0.001140 	0.000000 	-0.000890 	0.006530 	0.007060 	0.004050
17-Aug-2007 	-0.004810 	-0.005990 	-0.006490 	-0.004140 	-0.004990 	-0.002950 	-0.003510 	-0.014270 	-0.014080 	-0.015390
24-Aug-2007 	0.000420 	0.001040 	-0.001370 	0.000350 	0.000870 	0.000250 	-0.000070 	0.007330 	0.008690 	-0.000040
31-Aug-2007 	-0.001650 	-0.001430 	-0.003610 	-0.001740 	-0.000800 	-0.001110 	-0.000750 	-0.004260 	-0.004610 	-0.001950
07-Sep-2007 	-0.003640 	-0.004470 	-0.007280 	-0.002480 	-0.002950 	-0.002300 	-0.001090 	-0.007350 	-0.007690 	-0.005920
14-Sep-2007 	-0.003000 	-0.002580 	-0.008610 	-0.003020 	-0.001120 	-0.002760 	-0.000780 	0.005570 	0.006620 	0.000450
21-Sep-2007 	0.003400 	0.004850 	0.006610 	0.002050 	0.001480 	0.001120 	0.000230 	0.018950 	0.019210 	0.018440
28-Sep-2007 	0.002020 	0.002170 	0.004510 	0.001550 	0.001060 	0.000560 	-0.000000 	0.001020 	0.000070 	0.006420
05-Oct-2007 	0.001940 	0.003000 	0.000930 	0.001080 	0.000990 	-0.000080 	0.000450 	0.006730 	0.007490 	0.003180
12-Oct-2007 	0.003500 	0.003900 	0.005190 	0.003910 	0.001400 	0.000340 	0.002230 	0.009780 	0.009140 	0.013850
19-Oct-2007 	-0.002340 	-0.003340 	-0.001020 	-0.001990 	-0.001300 	0.000030 	-0.000950 	-0.021180 	-0.022670 	-0.013740
26-Oct-2007 	-0.001110 	-0.001820 	-0.001370 	-0.000500 	-0.000920 	-0.000320 	0.000160 	-0.000940 	-0.000680 	-0.002020
02-Nov-2007 	-0.003200 	-0.004480 	-0.003700 	-0.002230 	-0.002510 	-0.000550 	-0.001030 	-0.007010 	-0.007620 	-0.002920
09-Nov-2007 	-0.005820 	-0.008270 	-0.007580 	-0.003390 	-0.004090 	-0.001890 	-0.001170 	-0.015480 	-0.015200 	-0.017090
16-Nov-2007 	-0.003480 	-0.004290 	-0.005260 	-0.002630 	-0.002300 	-0.001810 	-0.001340 	-0.013470 	-0.013520 	-0.011510
23-Nov-2007 	-0.005100 	-0.005450 	-0.007190 	-0.004590 	-0.002370 	-0.003050 	-0.002660 	-0.017380 	-0.017620 	-0.017870
30-Nov-2007 	-0.002430 	-0.004450 	-0.000960 	-0.000710 	-0.003560 	-0.001560 	0.000090 	0.008210 	0.007560 	0.012010
07-Dec-2007 	-0.002130 	-0.003920 	-0.002460 	-0.000740 	-0.002060 	-0.000260 	-0.000460 	0.004930 	0.006150 	-0.001690
14-Dec-2007 	0.000930 	0.001290 	0.002680 	-0.000180 	0.000160 	0.001120 	-0.000100 	0.005650 	0.005290 	0.007330
21-Dec-2007 	0.000400 	0.000630 	0.000100 	0.000420 	-0.000690 	0.000050 	0.000520 	-0.006610 	-0.007190 	-0.002860
28-Dec-2007 	0.000370 	0.000660 	-0.000100 	0.000410 	0.000530 	0.000310 	0.000620 	-0.000970 	-0.001030 	0.000200
04-Jan-2008 	-0.001540 	-0.002180 	0.000290 	-0.001180 	0.000750 	-0.002220 	-0.001540 	-0.020210 	-0.021710 	-0.014590
11-Jan-2008 	-0.003550 	-0.005570 	-0.004310 	-0.001450 	-0.001050 	-0.000290 	0.000330 	-0.014310 	-0.013140 	-0.021890
18-Jan-2008 	-0.003360 	-0.004540 	-0.004570 	-0.002530 	-0.002430 	-0.000510 	-0.001010 	-0.016760 	-0.016800 	-0.019520
25-Jan-2008 	-0.002510 	-0.002900 	-0.003840 	-0.002460 	-0.002390 	-0.000970 	-0.001460 	0.001990 	0.002420 	-0.002930
01-Feb-2008 	-0.000090 	0.000450 	-0.002560 	-0.000510 	0.000430 	-0.000530 	-0.000090 	0.003250 	0.004410 	-0.003290
08-Feb-2008 	-0.002060 	-0.001770 	-0.003890 	-0.002440 	-0.001200 	-0.000940 	-0.001930 	-0.012320 	-0.011450 	-0.019370
15-Feb-2008 	-0.002900 	-0.002910 	-0.006910 	-0.002580 	-0.001640 	-0.001260 	-0.001470 	-0.001940 	-0.001510 	-0.005680
22-Feb-2008 	-0.001740 	-0.001380 	-0.006400 	-0.000990 	-0.000610 	-0.002760 	-0.000060 	-0.001330 	-0.001170 	-0.000560
29-Feb-2008 	-0.003880 	-0.004630 	-0.008380 	-0.002810 	-0.002510 	-0.002220 	-0.002160 	-0.009700 	-0.011180 	-0.000660
07-Mar-2008 	-0.007870 	-0.011680 	-0.009220 	-0.004130 	-0.007530 	-0.003350 	-0.001370 	-0.008640 	-0.008500 	-0.009390
14-Mar-2008 	-0.008410 	-0.010750 	-0.010940 	-0.006720 	-0.008460 	-0.004980 	-0.004020 	-0.016620 	-0.017980 	-0.008250
